
14,2015-11-03,7:30 PM,,Ottawa Senators,1,2,L,OT,11,2,1,L 1,,37,2,1,3,0,,27,6,0,1,1,21288,2:32,
15,2015-11-05,7:30 PM,,New York Islanders,4,1,W,,12,2,1,W 1,,24,8,1,2,0,,18,4,0,3,0,21288,2:24,
16,2015-11-07,7:00 PM,,Boston Bruins,4,2,W,,13,2,1,W 2,,33,16,2,3,0,,31,6,1,5,0,21288,2:46,
17,2015-11-11,7:30 PM,@,Pittsburgh Penguins,3,4,L,SO,13,2,2,L 1,,38,6,1,4,0,,34,8,0,4,0,18455,2:44,
18,2015-11-14,7:00 PM,,Colorado Avalanche,1,6,L,,13,3,2,L 2,,40,4,0,4,0,,24,6,1,2,1,21288,2:23,
19,2015-11-16,7:30 PM,,Vancouver Canucks,4,3,W,OT,14,3,2,W 1,,36,12,0,4,1,,26,6,2,6,0,21288,2:37,
20,2015-11-19,7:30 PM,,Arizona Coyotes,2,3,L,,14,4,2,L 1,,33,4,0,5,0,,20,10,1,2,0,21288,2:37,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-20,7:30 PM,@,New York Islanders,5,3,W,,15,4,2,W 1,,28,8,0,1,0,,36,4,0,3,0,15171,2:35,
22,2015-11-22,7:00 PM,,New York Islanders,4,2,W,,16,4,2,W 2,,27,10,3,5,1,,23,18,0,5,0,21288,2:28,
23,2015-11-25,7:00 PM,@,New York Rangers,5,1,W,,17,4,2,W 3,,25,10,1,4,0,,34,8,1,5,0,18006,2:28,
24,2015-11-27,7:00 PM,@,New Jersey Devils,3,2,W,SO,18,4,2,W 4,,27,8,0,4,0,,27,8,1,4,0,16514,2:46,
25,2015-11-28,7:00 PM,,New Jersey Devils,2,3,L,OT,18,4,3,L 1,,32,4,1,2,0,,31,4,0,2,0,21288,2:39,
26,2015-12-01,7:30 PM,,Columbus Blue Jackets,2,1,W,,19,4,3,W 1,,26,20,1,4,0,,23,13,0,1,0,21288,2:28,
27,2015-12-03,7:30 PM,,Washington Capitals,2,3,L,,19,5,3,L 1,,35,6,0,3,1,,19,6,0,3,0,21288,2:30,
28,2015-12-05,7:00 PM,@,Carolina Hurricanes,2,3,L,,19,6,3,L 2,,38,8,0,4,0,,29,8,1,4,0,10687,2:36,
29,2015-12-09,7:30 PM,,Boston Bruins,1,3,L,,19,7,3,L 3,,33,6,0,3,0,,23,8,0,2,1,21288,2:37,
30,2015-12-10,7:30 PM,@,Detroit Red Wings,2,3,L,,19,8,3,L 4,,25,14,0,2,0,,29,6,1,6,0,20027,2:34,
31,2015-12-12,7:00 PM,,Ottawa Senators,3,1,W,,20,8,3,W 1,,42,4,0,4,0,,26,8,0,2,0,21288,2:36,
32,2015-12-15,7:30 PM,,San Jose Sharks,1,3,L,,20,9,3,L 1,,27,5,0,2,0,,18,9,0,0,0,21288,2:26,
33,2015-12-17,7:30 PM,,Los Angeles Kings,0,3,L,,20,10,3,L 2,,45,4,0,3,0,,20,6,0,2,0,21288,2:29,
34,2015-12-19,7:00 PM,@,Dallas Stars,2,6,L,,20,11,3,L 3,,23,16,1,6,1,,27,12,3,8,0,18532,2:35,
35,2015-12-21,8:00 PM,@,Nashville Predators,1,5,L,,20,12,3,L 4,,36,8,1,3,0,,19,10,1,3,0,17113,2:32,
36,2015-12-22,8:00 PM,@,Minnesota Wild,1,2,L,,20,13,3,L 5,,25,2,0,1,0,,22,2,0,1,0,19105,2:31,
37,2015-12-26,7:00 PM,@,Washington Capitals,1,3,L,,20,14,3,L 6,,30,11,0,2,0,,33,11,0,2,0,18506,2:31,
38,2015-12-28,7:30 PM,@,Tampa Bay Lightning,4,3,W,SO,21,14,3,W 1,,34,6,0,1,0,,39,2,1,3,0,19092,3:00,
39,2015-12-29,7:30 PM,@,Florida Panthers,1,3,L,,21,15,3,L 1,,30,17,1,3,0,,30,13,1,5,0,19822,2:29,
40,2016-01-01,1:00 PM,@,Boston Bruins,5,1,W,,22,15,3,W 1,,30,14,0,4,0,,28,16,0,3,0,32767,2:52,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-05,7:30 PM,@,Philadelphia Flyers,3,4,L,,22,16,3,L 1,,24,6,0,4,0,,31,8,1,3,0,19163,2:37,
42,2016-01-06,7:00 PM,,New Jersey Devils,2,1,W,,23,16,3,W 1,,25,6,1,3,1,,20,4,0,3,0,21288,2:30,
43,2016-01-09,7:00 PM,,Pittsburgh Penguins,1,3,L,,23,17,3,L 1,,34,8,0,4,0,,32,8,1,4,1,21288,2:34,
44,2016-01-14,7:30 PM,,Chicago Blackhawks,1,2,L,,23,18,3,L 2,,40,2,0,1,0,,33,2,0,1,0,21288,2:28,
45,2016-01-16,7:00 PM,@,St. Louis Blues,3,4,L,OT,23,18,4,L 3,,49,12,1,7,0,,22,32,0,2,0,19501,2:48,
46,2016-01-17,7:00 PM,@,Chicago Blackhawks,2,5,L,,23,19,4,L 4,,29,8,1,2,0,,33,4,1,4,0,22030,2:25,
47,2016-01-19,7:30 PM,,Boston Bruins,1,4,L,,23,20,4,L 5,,39,6,0,5,0,,24,10,0,3,0,21288,2:28,
48,2016-01-23,7:00 PM,@,Toronto Maple Leafs,3,2,W,SO,24,20,4,W 1,,29,4,0,4,0,,19,8,0,2,0,19807,2:49,
49,2016-01-25,7:00 PM,@,Columbus Blue Jackets,2,5,L,,24,21,4,L 1,,34,4,1,3,0,,25,6,0,2,0,11927,2:30,
50,2016-01-26,7:30 PM,,Columbus Blue Jackets,2,5,L,,24,22,4,L 2,,30,6,1,6,0,,26,12,2,3,0,21288,2:33,
51,2016-02-02,7:00 PM,@,Philadelphia Flyers,2,4,L,,24,23,4,L 3,,32,12,1,4,0,,36,25,2,4,0,19031,2:31,
52,2016-02-03,7:00 PM,,Buffalo Sabres,2,4,L,,24,24,4,L 4,,35,6,1,2,0,,32,2,1,3,0,21288,2:31,
53,2016-02-06,2:00 PM,,Edmonton Oilers,5,1,W,,25,24,4,W 1,,36,8,1,3,0,,24,8,0,3,1,21288,2:25,
54,2016-02-07,2:30 PM,,Carolina Hurricanes,2,1,W,SO,26,24,4,W 2,,34,4,0,2,0,,35,4,0,2,0,21288,2:57,
55,2016-02-09,7:30 PM,,Tampa Bay Lightning,4,2,W,,27,24,4,W 3,,27,11,0,2,0,,39,9,0,3,0,21288,2:33,
56,2016-02-12,7:00 PM,@,Buffalo Sabres,4,6,L,,27,25,4,L 1,,30,16,2,3,0,,22,6,0,2,0,18505,2:31,
57,2016-02-15,9:00 PM,@,Arizona Coyotes,2,6,L,,27,26,4,L 2,,19,21,0,1,0,,27,8,2,4,0,14338,2:16,
58,2016-02-17,8:00 PM,@,Colorado Avalanche,2,3,L,,27,27,4,L 3,,34,8,0,3,0,,28,8,1,3,1,16271,2:27,
59,2016-02-19,7:30 PM,,Philadelphia Flyers,3,2,W,SO,28,27,4,W 1,,31,6,1,4,0,,37,8,0,3,0,21288,2:50,
60,2016-02-22,7:30 PM,,Nashville Predators,1,2,L,SO,28,27,5,L 1,,29,2,0,1,0,,30,2,0,1,0,21288,2:43,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-24,7:00 PM,@,Washington Capitals,4,3,W,,29,27,5,W 1,,34,8,1,3,0,,36,8,0,3,0,18506,2:43,
62,2016-02-27,7:00 PM,,Toronto Maple Leafs,4,1,W,,30,27,5,W 2,,36,4,0,4,0,,32,6,0,2,0,21288,2:40,
63,2016-02-29,10:30 PM,@,San Jose Sharks,2,6,L,,30,28,5,L 1,,23,4,0,3,0,,36,6,0,2,0,16205,2:28,
64,2016-03-02,10:00 PM,@,Anaheim Ducks,2,3,L,SO,30,28,6,L 2,,27,15,0,3,0,,35,13,1,5,0,15273,2:47,
65,2016-03-03,10:30 PM,@,Los Angeles Kings,2,3,L,,30,29,6,L 3,,15,12,0,2,0,,31,8,0,4,0,18230,2:25,
66,2016-03-05,7:00 PM,@,Winnipeg Jets,2,4,L,,30,30,6,L 4,,28,6,0,2,0,,30,4,0,3,0,15294,2:20,
67,2016-03-08,7:30 PM,,Dallas Stars,4,3,W,OT,31,30,6,W 1,,28,6,0,2,0,,33,4,1,3,0,21288,2:38,
68,2016-03-10,7:30 PM,,Buffalo Sabres,3,2,W,,32,30,6,W 2,,34,14,1,4,0,,38,18,0,2,0,21288,2:54,
69,2016-03-12,7:00 PM,,Minnesota Wild,1,4,L,,32,31,6,L 1,,31,4,0,2,0,,22,4,1,2,0,21288,2:28,
70,2016-03-15,7:30 PM,,Florida Panthers,1,4,L,,32,32,6,L 2,,28,20,0,0,0,,36,14,1,4,0,21288,2:31,
71,2016-03-16,7:00 PM,@,Buffalo Sabres,3,2,W,OT,33,32,6,W 1,,22,48,1,6,0,,43,52,1,4,1,18815,2:58,
72,2016-03-19,7:00 PM,@,Ottawa Senators,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-20,7:00 PM,,Calgary Flames,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-22,7:30 PM,,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-24,7:30 PM,@,Detroit Red Wings,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-26,7:00 PM,,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,7:30 PM,,Detroit Red Wings,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-31,7:30 PM,@,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,7:00 PM,@,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,7:30 PM,,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:00 PM,@,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,7:00 PM,,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
